threads,256,512,1024
1,8.39,8.39,8.46
2,8.39,11.7,11.18
4,8.39,11.95,11.18
8,8.39,12.79,11.85
12,8.39,13.29,13.83
24,8.39,14.81,13.8
48,8.39,16.77,22.27
