threads,256,512,1024
1,8.0,8.0,8.0
2,8.0,5.9,5.6
4,8.0,6.2,6.0
8,8.0,5.5,5.7
12,8.0,4.9,5.1
24,8.0,4.5,4.7
48,8.0,4.0,3.0
