threads,256,512,1024
1,8.0,8.0,7.9
2,8.0,5.7,6.0
4,8.0,5.6,6.0
8,8.0,5.2,5.7
12,8.0,5.0,4.9
24,8.0,4.5,4.9
48,8.0,4.0,3.0
