threads,256,512,1024
1,8.0,8.0,7.9
2,8.0,6.0,5.8
4,8.0,5.8,6.0
8,8.0,5.7,5.1
12,8.0,4.9,5.0
24,8.0,4.8,4.5
48,8.0,4.0,3.2
