threads,256,512,1024
1,100.0,100.0,100.0
2,100.0,100.0,100.0
4,100.0,100.0,100.0
8,100.0,100.0,100.0
12,100.0,100.0,100.0
24,100.0,100.0,100.0
48,100.0,100.0,100.0
